id,idiom_src,meaning_src,idiom_tgt,meaning_tgt,confidence,verified,lang_pair,mSBERT_score,LaBSE_score
5068,দেওয়াল তুলে দেওয়া,দেখা-সাক্ষাৎ বন্ধ করা,"To put up walls', 'To shut someone out",,HIGH,False,bn-en,,
5069,দেওয়ালে পিঠ ঠেকা,অন্য কোন উপায়ে লড়াইয়ের আর সুযোগ নেই,"Back against the wall', 'Cornered', 'Between a rock and a hard place",,HIGH,False,bn-en,,
5070,দেওয়ালে মাথা ঠোকা,অসম্ভব কোন কাজ করতে ব্যর্থ চেষ্টা করা,Banging one's head against a brick wall,,HIGH,False,bn-en,0.579710841178894,0.7512838244438171
5071,দেওয়ালের কান থাকা,কিছু গোপন নয়,"The walls have ears', 'Little pitchers have big ears",,HIGH,False,bn-en,,
5072,দেওয়ালের লিখন,ভবিষ্যৎ পতন ও বিপর্যয়ের আভাস,the writing on the wall,,HIGH,False,bn-en,0.5915709137916565,0.8619601130485535
5073,দেখতে দেখতে,অতি অল্প সময়ের মধ্যে; অতি দ্রুত; নিমেষের মধ্যে,"in the blink of an eye', 'before you know it', 'in no time",,HIGH,False,bn-en,,
5074,দেখ তো তোর না দেখ তো মোরে,একটু সুযোগ পেলেই যারা পরের দ্রব্য চুরি করে তাদের আচরণ,"When the cat's away, the mice will play"", 'Opportunistic theft",,HIGH,False,bn-en,,
5075,দেখন হাসি,দেখা হলেই হাসে এমন ব্যক্তি,"All smiles', 'Grinning from ear to ear",,HIGH,False,bn-en,,
5076,দেখনাই,বাইরের আচারাচরণ/চালচলন,"Keeping up appearances', 'All show and no substance",,HIGH,False,bn-en,,
5077,দেখ-ভালো করা,অনুসন্ধান করা; উত্তমরূপে দেখা; তত্ত্বাবধান করা,"Keep an eye on', 'Look after', 'Take care of",,HIGH,False,bn-en,,
5078,দেখ সিঁদুরে,দেখতে বেশ সুন্দর; বাহ্যসৌন্দর্যিশিষ্ট,"Pretty as a picture', 'Looks stunning",,HIGH,False,bn-en,,
5079,দেখাদেখি,অনুকরণ/অনুসরণ করা,"Monkey see, monkey do', 'Follow suit",,HIGH,False,bn-en,,
5080,দেখা যাক,ফলের আশায় বসে থাকা,"Wait and see', ""Let's see what happens",,HIGH,False,bn-en,,
5081,দেখাশুনা,"অনুসন্ধান, খোঁজখবর","checking out', 'scouting around', 'sizing up",,HIGH,False,bn-en,,
5082,দেখাশোনা,"তত্ত্বাবধান, রক্ষণাবেক্ষণ","keep an eye on', 'look after",,HIGH,False,bn-en,,
5083,দেখাসাক্ষাৎ,একার্থক যুগ্মশব্দ; সাক্ষাৎ করে জিজ্ঞাসাবাদ করা; পরস্পর সাক্ষাৎ ও আলাপ,"catch up with someone', 'face-to-face meeting",,HIGH,False,bn-en,,
5084,দেখিয়ে দেওয়া,শেখানো,"show the way', 'teach the ropes",,HIGH,False,bn-en,,
5085,দেখে নেওয়া,জব্দ করা; প্রতিশোধ নেওয়ার ভয় দেখানো,"I'll get you"", 'Payback time', 'Settle the score",,HIGH,False,bn-en,,
5086,দেখেশুনে,চারিদিক লক্ষ্য করে; সাবধানে,"Look before you leap', 'Keep your eyes and ears open",,HIGH,False,bn-en,,
5087,দেখে শুনে,সতর্কভাবে বিচার করে,"look before you leap', 'sleep on it",,HIGH,False,bn-en,,
5088,দেদোর মর্ম দেদোয় জানে,একমাত্র ভুক্তভোগীই ব্যথা বোঝে,"Only the wearer knows where the shoe pinches', ""The cobbler's wife goes barefoot",,HIGH,False,bn-en,,
5089,দেনমোহর,মুসলমানদের বিয়েতে স্ত্রীকে দেওয়া স্বামীর যৌতুক,"dowry', 'bride price",,HIGH,False,bn-en,,
5090,দেনাপাওনা,দেয় পরিশোধ ও প্রাপ্যের প্রাপ্তি,"Settle accounts', 'Square the ledger', 'Call it even",,HIGH,False,bn-en,,
5091,দেবপুরী,অতি সুন্দর ভবন,"heaven on earth', 'palace fit for gods",,HIGH,False,bn-en,,
5092,দেবর লক্ষণ,"লক্ষণের মত আদর্শবান, চরিত্রবান একান্ত অনুগত দেবর","the ideal brother-in-law', 'loyal sibling-in-law",,HIGH,False,bn-en,,
5093,দেবা,"তুচ্ছার্থে পুরুষ, স্বামী","Like husband, like wife",,HIGH,False,bn-en,0.4458041191101074,0.2186926007270813
5094,দেমাগ,অহঙ্কার,"swelled head', ""too big for one's boots",,HIGH,False,bn-en,,
5095,দেয়াল তুলে দেওয়া,দেখা-সাক্ষাৎ বন্ধ করা,"to put up a wall', 'to shut someone out",,HIGH,False,bn-en,,
5096,দেয়ালে পিঠ ঠেকে যাওয়া,এমন অবস্থায় পড়া যেখান থেকে বাঁচার উপায় থাকে না,"back against the wall', 'between a rock and a hard place",,HIGH,False,bn-en,,
5097,দেয়ালে মাথা ঠোকা,অনুশোচনায় বা অসহায় অবস্থায় পড়ে নিজেকে কষ্ট দেওয়া,Bang one's head against the wall,,HIGH,False,bn-en,0.48305806517601013,0.8390398621559143
5098,দেয়ালে মাথা ঠোকা,অনুশোচনায় বা অসহায় অবস্থায় পড়ে নিজেকে কষ্ট দেওয়া,Beat one's head against a brick wall,,HIGH,False,bn-en,0.41288143396377563,0.7672091126441956
5099,দেয়ালেরও কান আছে,কোন কথাই গোপন থাকে না; গোপন কথা কারো শোনার অত্যন্ত সম্ভাবনা,The walls have ears,,HIGH,False,bn-en,0.43445098400115967,0.8536034226417542
5100,দেরপোদি,অসতী নারী,"loose woman', 'woman of ill repute",,HIGH,False,bn-en,,
5101,দেশ-কাল-পাত্র,"স্থান, সময় ও পরিস্থিতি","time and place', 'context matters",,HIGH,False,bn-en,,
5102,দেহ মাটি করা,অত্যধিক শ্রমে জীবনপাত করা; কঠোর পরিশ্রম করা,Work one's fingers to the bone,,HIGH,False,bn-en,0.4740041494369507,0.263906866312027
5103,দেহ মাটি করা,অত্যধিক শ্রমে জীবনপাত করা; কঠোর পরিশ্রম করা,Break one's back,,HIGH,False,bn-en,0.4378015697002411,0.3663720488548279
5104,দেহাতি,গ্রাম্য; তুচ্ছার্থে গেঁয়ো,"country bumpkin', 'yokel', 'hick",,HIGH,False,bn-en,,
5105,দেহি দেহি রব,তীব্র আকাঙ্ক্ষা ও লোভসূচক উক্তি,"Gimme, gimme!', 'Crying wolf for more",,HIGH,False,bn-en,,
5106,দৈত্যকুলে প্রহ্লাদ,কুবংশে সুসন্তান; বংশে বিপরীত প্রকৃতির সন্তান,"A rose among thorns', 'The black sheep (in reverse, as the good one)",,HIGH,False,bn-en,,
5107,দৈত্য-দানো,দিতির পুত্র দৈত্য ও দনুর পুত্র দানব সম্পর্কে বৈমাত্রেয় ভাই; অলংকারে একার্থক অপদেবতা বা অনিষ্টকারী শক্তিসমূহ,"demons and devils', 'fiends from hell",,HIGH,False,bn-en,,
5108,দৈনন্দিন,প্রতিদিন করতে হয় এমন,"daily routine', 'everyday tasks",,HIGH,False,bn-en,,
5109,দৈবাৎ,"সহসা, হঠাৎ","out of the blue', 'by chance",,HIGH,False,bn-en,,
5110,দো-আঁশলা,"অকুলীন, বর্ণসঙ্কর, বিপিতা-বিমাতা সম্পর্কযুক্ত; নীতিভ্রষ্ট ব্যক্তি","born on the wrong side of the blanket', 'bastard",,HIGH,False,bn-en,,
5111,দোজোবর,প্রথমস্ত্রী জীবিত থাকা সত্ত্বেও দ্বিতীয়বার বিবাহপ্রার্থী পুরুষ,"bigamist', 'polygamist",,HIGH,False,bn-en,,
5112,দোটানা,দুই ভিন্ন জিনিসের প্রতি মনের সমান আকর্ষণ এবং তার ফলে দ্বিধা,"Torn between two choices', 'On the horns of a dilemma', 'Between a rock and a hard place",,HIGH,False,bn-en,,
5113,দোটানায় পড়া,"কি করতে হবে, কোন দিকে যেতে হবে বুঝতে না পারা; দ্বিধা; পরস্পর বিপরীতধর্মী দুইপক্ষ, দিক বা বস্তুর প্রতি সমান আকর্ষণ","On the horns of a dilemma', 'Torn between two choices', 'Between a rock and a hard place",,HIGH,False,bn-en,,
5114,দোনোমনা,ইতঃস্তত ভাব; বিচারে অস্থরতা,"On the fence', ""Can't make up one's mind",,HIGH,False,bn-en,,
5115,দোরগোড়া,"দরজার সামনের স্থান, খুব কাছে","At one's doorstep"", 'Close at hand",,HIGH,False,bn-en,,
5116,দোর ধরা,ধর্ণা দেওয়া,"sit-in strike', 'picketing",,HIGH,False,bn-en,,
5117,দোলাচল,"অনিশ্চয়তা; অস্থিরতা, ইতস্তত/দ্বিধাভাব; উভয়সঙ্কট; সংকল্পের অভাব; হ্যাঁ বা না এর স্থিতি","Sitting on the fence', 'In a dilemma', 'Wavering between options",,HIGH,False,bn-en,,
5118,দোষত্রুটি,"খুঁত, ভুল","flaws and faults', 'errors and omissions",,HIGH,False,bn-en,,
5119,দোষৈকদর্শী,"গুণ দেখে না, কেবল দোষ দেখে বেড়ায় এমন","fault-finder', 'nitpicker', 'hypercritical person",,HIGH,False,bn-en,,
5120,দোসর লক্ষ্মণ,আপদবিপদে সর্বসময়ের ভাই লক্ষ্মণের মত আদর্শ সঙ্গী,"A friend in need is a friend indeed', 'Ride or die friend",,HIGH,False,bn-en,,
5121,দোহন করা,শোষণ করা,"to milk someone dry', 'to bleed someone white",,HIGH,False,bn-en,,
5122,দোহার,সহকারী,"backup singer', 'right-hand man', 'sidekick",,HIGH,False,bn-en,,
5123,দোহারা,মাঝারি গড়নবিশিষ্ট,"stocky', 'well-built', 'husky",,HIGH,False,bn-en,,
5124,মোল্লার দৌড় মসজিদ পর্যন্ত,ব্যঙ্গে ক্ষমতা,"all bark and no bite', 'authority ends at the door",,HIGH,False,bn-en,,
5125,দৌড়ঝাঁপ,ছূটোছুটি; দাপাদাপি; দৌড়াদৌড়ি; ব্যস্ততা,"running around in circles', 'hustle and bustle', 'in a flurry",,HIGH,False,bn-en,,
5126,দৌড় মারা,বেগে পলায়ন করা,"To take to one's heels"", 'To make a dash for it', 'To bolt",,HIGH,False,bn-en,,
5127,দৌলত,প্রভাব প্রতিপত্তি,"pull (as in having pull)', 'clout",,HIGH,False,bn-en,,
5128,দ্বিচারিণী,"কুলটা, দুই পুরুষের প্রতি আসক্তা","Two-timer', 'Loose woman', 'Fickle lover",,HIGH,False,bn-en,,
5129,দ্বিজিহ্বা,"পরস্পরবিরোধী উক্তিকারী, মিথ্যাবাদী","Two-faced', 'Speak with a forked tongue', 'Double-tongued",,HIGH,False,bn-en,,
5130,দ্বিমত,পরস্পরবিরোধী দুই মত,"difference of opinion', 'not see eye to eye",,HIGH,False,bn-en,,
5131,দ্বিরুক্তি,আপত্তিজ্ঞাপন,"Without a demur', 'No ifs or buts",,HIGH,False,bn-en,,
5132,দ্বীপান্তর,"অন্যদ্বীপ, দূরবর্তী দ্বীপে নির্বাসন","Sent to the ends of the earth', 'Exiled to a remote outpost",,HIGH,False,bn-en,,
5133,দ্বৈপায়নতা,বিচ্ছিন্নতা বা দ্বীপাকার বিভাজন যা শাসকের পক্ষে সুযোগ সৃষ্টি করে,"Divide and rule', 'Island mentality",,HIGH,False,bn-en,,
5134,দ্ব্যর্থহীন,"দুইপ্রকার অর্থ হয় না এমন, স্পষ্টভাষায়","Straightforward', 'Plain speaking', 'No beating around the bush",,HIGH,False,bn-en,,
5135,ধড়াচূড়া,ভারী সাজপোশাক,"Dressed to the nines', 'All decked out",,HIGH,False,bn-en,,
5136,ধড়ে প্রাণ আসা,বিপদমুক্ত হওয়ায় গভীর স্বস্তির নিশ্বাস ফেলা,"Sigh of relief', 'Light at the end of the tunnel",,HIGH,False,bn-en,,
5137,ধনঞ্জয়ের পালা,বিলক্ষণ প্রহারের পালা; প্রহারের দ্বারা তাড়ানোর পালা,"Time for a thrashing', 'Get your comeuppance",,HIGH,False,bn-en,,
5138,ধনদাস,ধন যার উপাস্য; ধনলাভের জন্য যে সকলপ্রকার হীনতা স্বীকার করে,"Slave to money', 'Mammon worshipper', 'Money grubber",,HIGH,False,bn-en,,
5139,ধনপিশাচ,অত্যন্ত ধনলোভী ও কৃপণ; অতিশয় ব্যয়কুন্ঠ,"penny-pincher', 'tight-fisted', 'like a Scrooge",,HIGH,False,bn-en,,
5140,ধনপ্রিয়া,যে নারী অর্থ ভালবাসে,gold digger,,HIGH,False,bn-en,0.2052059769630432,0.43066129088401794
5141,ধনুর্ভঙ্গ পণ,অতি কঠিন ও অনড় প্রতিজ্ঞা,"Herculean task', 'Trial by fire",,HIGH,False,bn-en,,
5142,ধনুর্ধর,"ব্যঙ্গে বাহাদুর ব্যক্তি, যে খুব কেরামতি দেখায়","all bark and no bite', 'armchair general",,HIGH,False,bn-en,,
5143,ধনুর্ভঙ্গপণ,সীতার বিবাহে হরধনু ভাঙার মতো অতি কঠিন এবং প্রায় অসাধ্য কাজ করার প্রতিজ্ঞা; দৃঢ় প্রতিজ্ঞা যা নড়চড় করে না,"Herculean task', 'unbreakable vow",,HIGH,False,bn-en,,
5144,ধনে-প্রাণে মজা/মরা,অর্থ ও স্বাস্থ্য-দুই নষ্ট,"Down and out', 'Broke and broken",,HIGH,False,bn-en,,
5145,ধনেশ্বর,কুবের,Croesus (a symbol of immense wealth),,HIGH,False,bn-en,0.3815464973449707,0.2886635661125183
5146,ধন্বন্তরি,"অদ্বিতীয় চিকিৎসক, যিনি রোগ নিরাময়ে কখনো ব্যর্থ হন না","Miracle doctor', 'Wizard healer",,HIGH,False,bn-en,,
5147,ধর তক্তা মার পেরেক,দায়সারাভাবে দ্রূত কাজ শেষ করার চেষ্টা,"Just do it', 'Cut to the chase', 'Get down to brass tacks",,HIGH,False,bn-en,,
5148,ধরতাই বুলি,অন্যের কাছ থেকে জানা কথা; যে কথা সবাই জানে বা বলে; নতুনত্বহীন প্রচলিত বুলি বা চালু কথা,"common knowledge', 'old hat', 'trite saying",,HIGH,False,bn-en,,
5149,ধরতে ছুঁতে নেই,কোন দায়ে জড়িত নয়; নির্লিপ্তভাব,"Not touching with a ten-foot pole', ""Keeping one's hands clean"", 'Hands off",,HIGH,False,bn-en,,
5150,ধরণা দেওয়া,অভীষ্টলাভের প্রত্যাশায় অভীষ্টদাতার দ্বারে বসে থাকা,"Sit-in protest', ""Camp out on someone's doorstep",,HIGH,False,bn-en,,
5151,ধরপাকড়,অনুগ্রহ লাভের জন্য সনির্বন্ধ অনুরোধ,"begging on bended knees', 'pestering someone",,HIGH,False,bn-en,,
5152,ধর লক্ষ্মণ,কোন চিন্তা না করেই নির্দ্বিধায় আদেশ পালন করা,"Blind obedience', 'Follow without question",,HIGH,False,bn-en,,
5153,ধর লক্ষণ,যে কাজটি করতে বলা হয়নি অথচ করা যুক্তিযুক্ত সে কাজটি না করা; অতি অনুগত ও বোকারা কর্তার ইঙ্গিত উদ্দেশ্য ও অভিপ্রায় না বুঝে পরিষ্কার নির্দেশ ছাড়া কোন কাজে হাত দেয় না,"By the book', 'Waiting for marching orders', ""Can't read between the lines",,HIGH,False,bn-en,,
5154,ধরাকে সরা জ্ঞান করা,অহংকারে অন্ধ হওয়া,"Blinded by pride', 'Hubris clouds judgment",,HIGH,False,bn-en,,
5155,ধরাছোঁয়া,কাছে আসা; কাছে ঘেঁষা,"get close to', 'rub shoulders with",,HIGH,False,bn-en,,
5156,ধরাছোঁয়া না দেওয়া,কোনো কিছুর দায়িত্ব না নেওয়া,"Wash one's hands of something"", 'Pass the buck",,HIGH,False,bn-en,,
5157,ধরাছোঁয়ার বাইরে,নাগালের বাইরে; সহজে কায়দায় পাওয়া যায় না এমন,"Out of reach', ""Beyond one's grasp"", 'Slippery customer",,HIGH,False,bn-en,,
5158,ধরা দেওয়া,আত্মসমর্পণ করা; আয়ত্তে যাওয়া,"Throw in the towel', 'Give up the fight', 'Surrender",,HIGH,False,bn-en,,
5159,ধরাধরি,ব্যাপক গ্রেপ্তারকরণ,"police roundup', 'mass arrest",,HIGH,False,bn-en,,
5160,ধরাবাঁধা,"নির্দিষ্ট, নির্ধারিত",cut and dried,,HIGH,False,bn-en,0.3745649456977844,0.3965917229652405
5161,ধরাশায়ী,মাটিতে পতিত,"Bite the dust', 'Hit the deck",,HIGH,False,bn-en,,
5162,ধরিত্রীপুত্র,কাণ্ডজ্ঞানসম্পন্ন সাধারণ মানুষ,"Son of the soil', 'Down-to-earth person",,HIGH,False,bn-en,,
5163,ধরি মাছ না ছুঁই পানি,অতিশয় চতুরতা; কৌশলে কার্যোদ্ধার,"To catch a fish without getting one's hands wet"", 'To have the best of both worlds",,HIGH,False,bn-en,,
5164,ধরে বেঁধে,ইচ্ছার বিরুদ্ধে পীড়াপীদি করে,"twist someone's arm"", 'strong-arm into doing something",,HIGH,False,bn-en,,
5165,ধর্ণা দেওয়া,কার্যসিদ্ধির জন্য পড়ে থাকা; দীর্ঘক্ষণ অপেক্ষা করা,"stage a sit-in', 'hold out', 'sit tight",,HIGH,False,bn-en,,
5166,ধর্মকর্ম,শাস্ত্রবিধি অনুযায়ী পূণ্যকর্ম,"acts of piety', 'religious observances",,HIGH,False,bn-en,,
5167,ধর্মপত্নী,বিবাহিতা স্ত্রী,"better half', 'spouse",,HIGH,False,bn-en,,
5168,ধর্মপিতা,ধর্মতঃ যাকে পিতা বা পুত্র বলে স্বীকার করা হয়েছে,"godfather', 'godson",,HIGH,False,bn-en,,
5169,ধর্মপুত্র যুধিষ্ঠির,প্রশংসায়- যুধিষ্ঠিরের মতো আদর্শ সত্যবাদী,"a man of his word', 'the soul of honor",,HIGH,False,bn-en,,
5170,ধর্মভাই,গুরুভাই,"brother in faith', 'fellow apprentice",,HIGH,False,bn-en,,
5171,ধর্মের কল,সত্য,"gospel truth', ""God's honest truth",,HIGH,False,bn-en,,
5172,ধর্মের কল বাতাসে নড়ে,গোপন করার চেষ্টা করলেও পাপ চাপা যায় না; সত্য গোপন থাকে না,"What's done in the dark will come to light"", 'Murder will out', ""You can't keep a good man down (in the sense of truth prevailing)",,HIGH,False,bn-en,,
5173,ধর্মের ষাঁড়,ধর্মের নামে উৎসর্গ করে ছেড়ে দেওয়া ষাঁড়,"wolf in sheep's clothing"", 'pious fraud",,HIGH,False,bn-en,,
5174,ধস্তাধস্তি,"পরস্পরের প্রতি বলপ্রয়োগ, দলবদ্ধভাবে মারামারি","come to blows', 'fisticuffs', 'free-for-all",,HIGH,False,bn-en,,
5175,ধাঁ করে,অগ্র-পশ্চাৎ বিবেচনা না করে; হঠাৎ করে,"All of a sudden', 'Out of the blue', 'Without a second thought",,HIGH,False,bn-en,,
5176,ধাঁধা,"দৃষ্টিভ্রম, চোখের ভুল","optical illusion', 'eyes playing tricks",,HIGH,False,bn-en,,
5177,ধাক্কা সামলানো,বিপদ সামলানো; সংকট বা ঝামেলা থেকে রক্ষা পাওয়া,"Weather the storm', 'Ride out the storm', 'Take it on the chin",,HIGH,False,bn-en,,
5178,ধাড়ি,যে পাশু বা পাখি বেশি বাচ্চা দিয়েছে,"Like a hen with a large brood', 'Full nest",,HIGH,False,bn-en,,
5179,ধাত,"মানসিক প্রকৃতি, মেজাজ, স্বভাব","not my cup of tea', ""against one's grain",,HIGH,False,bn-en,,
5180,ধাতস্থ,"শান্ত, সুস্থ","back to one's senses"", 'regain composure', 'pull oneself together",,HIGH,False,bn-en,,
5181,ধানকাঠের কড়ি,"অপদার্থ, অকেজো ব্যক্তি; নির্বোধের ভ্রান্তবিলাস","building castles in the air', 'all hat and no cattle",,HIGH,False,bn-en,,
5182,ধান দিয়ে লেখাপড়া শেখা,যত্সামান্য খরচে বা বিনাখরচে লেখাপড়া শেখা,"learning on a shoestring budget', 'getting educated on the cheap",,HIGH,False,bn-en,,
5183,ধানদূর্বা দিয়ে আশীর্বাদ করা,অমূল্য সোনারূপা দিয়ে না করে সুলভ ধানদূর্বা দিয়ে আশীর্বাদ করা,"token gesture', 'superficial effort",,HIGH,False,bn-en,,
5184,ধানদূর্বা দিয়ে পূজা করা,বিদ্রুপে সম্মান/সমীহ করা,"putting someone on a pedestal (sarcastically)', 'worshipping the unworthy",,HIGH,False,bn-en,,
5185,ধান ভানতে শীবের গীত,অপ্রাসঙ্গিক বিষয়ের অবতারণা,"Red herring', 'Beat around the bush",,HIGH,False,bn-en,,
5186,ধানাইপানাই,"অর্থহীন বাজে কথা; অসংবদ্ধ বাক্যজাল বিস্তার, নানা অপ্রাসঙ্গিক উক্তি","Gibberish', 'Nonsense', 'Double Dutch', 'Babble",,HIGH,False,bn-en,,
5187,ধানীলঙ্কা,কড়া বা তেজযুক্ত লোক; মুখরা মেয়ে,"hothead', 'chatterbox', 'firecracker",,HIGH,False,bn-en,,
5188,ধান্ধা,"উদ্দেশ্য, কাজের সন্ধান","job hunting', 'on the prowl for work",,HIGH,False,bn-en,,
5189,ধান্ধাবাজ,সুঅর্থে সুযোগসন্ধানী,"go-getter', 'hustler",,HIGH,False,bn-en,,
5190,ধান্যেশ্বরী,"ব্যঙ্গে ধান বা চাল থেকে চোলাই করা মদ, ধেনো মদ","moonshine', 'rotgut', 'homebrew",,HIGH,False,bn-en,,
5191,ধাপধাড়া গোবিন্দপুর,"ব্যঙ্গে অজ্ঞাত ও অখ্যাত, বহুদূরবর্তী স্থান","the back of beyond', 'Timbuktu', 'the middle of nowhere",,HIGH,False,bn-en,,
5192,ধাপ্পা দেওয়া,"প্রতারণা করা, মিথ্যা কথা বলা","To pull a fast one', 'To bamboozle', 'To hoodwink",,HIGH,False,bn-en,,
5193,ধামসাধামসি,উদ্দাম নাচানাচি,"whoop it up', 'paint the town red",,HIGH,False,bn-en,,
5194,ধামাচাপা দেওয়া,অন্যায়ভাবে গোপন করা; অন্যায়ভাবে লোকচক্ষুর আড়ালে আনা,"Sweep under the rug', 'Cover up', 'Hush up",,HIGH,False,bn-en,,
5195,ধামা ধরা,খোশামোদ বা তোষামোদ করা,"To butter someone up', 'To sweet-talk",,HIGH,False,bn-en,,
5196,ধামাধরা,চাটুকার; তোষামোদকারী; খোসামুদে,"Brown-noser', 'Apple polisher', 'Yes-man",,HIGH,False,bn-en,,
5197,ধার-দেনা,ঋণের উপর নির্ভর করে কোনমতে জীবনযাত্রা চালানো,"Living hand to mouth', 'In hock', 'Deep in debt",,HIGH,False,bn-en,,
5198,ধার ধারা,"খাতির করা, গ্রাহ্য করা, তোয়াক্কা করা, পাত্তা দেওয়া, মান্যতা দেওয়া, সম্পর্ক রাখা","pay heed to', 'take notice of', 'lend an ear",,HIGH,False,bn-en,,
5199,ধারকর্জ,ঋণ,"in debt', 'owing money",,HIGH,False,bn-en,,
5200,ধার না ধারা,উপেক্ষা করা; সম্পর্ক না রাখা,"Wash one's hands of"", 'Cut ties with', 'Have nothing to do with",,HIGH,False,bn-en,,
5201,ধারাপাতের বাইরে,নিয়মকানুনের বাইরে,"Beyond the pale', 'Outside the law', 'Off the books",,HIGH,False,bn-en,,
5202,ধারে কাটা,দক্ষতা ও বুদ্ধির জোরে কার্যোদ্ধার,"cut it close', ""by the skin of one's teeth",,HIGH,False,bn-en,,
5203,ধারে ডোবা,প্রচুর দেনায় জড়িয়ে পড়া,"Drowning in debt', 'In deep water financially",,HIGH,False,bn-en,,
5204,ধাষ্টামি,"ধৃষ্টতা, স্পর্ধা, নির্লজ্জ আচরণ","cheek', 'gall', 'audacity",,HIGH,False,bn-en,,
5205,ধিকিধিকি,মৃদু জ্বলনের ভাব,"smoldering anger', 'burning inside', 'heart on fire",,HIGH,False,bn-en,,
5206,ধিঙ্গি,"প্রগল্ভ, বেহায়া","bold as brass', 'shameless hussy",,HIGH,False,bn-en,,
5207,ধিঙ্গিপনা,বেহায়া মেয়ের উদ্দাম নাচ,"wild abandon', ""letting one's hair down shamelessly",,HIGH,False,bn-en,,
5208,ধিন-তা-ধিনা,"নাচনকোদন, লম্পঝম্প","cutting a rug', 'dancing up a storm', 'hopping about",,HIGH,False,bn-en,,
5209,ধিনধিন,"নাচের ভঙ্গী, নেচে বেড়ানো","prance about', 'dance around",,HIGH,False,bn-en,,
5210,ধিনিকেষ্ট,ধিনধিন করে নেচে বেড়ায় এমন দায়িত্বজ্ঞানহীন ফুর্তিবাজ লোক,"footloose and fancy-free', 'wild child",,HIGH,False,bn-en,,
5211,ধীরে সুস্থে,আস্তে আস্তে; তাড়াহুড়ো না করে,"slow and steady', 'take it easy', 'haste makes waste",,HIGH,False,bn-en,,
5212,ধুকপুক,মৃদু হৃদস্পন্দন,"heart pounding', 'butterflies in the stomach",,HIGH,False,bn-en,,
5213,ধুকধুকানি,"অস্থিরতা, মানসিক উদবেগ","Heart pounding', 'Butterflies in the stomach', 'On pins and needles",,HIGH,False,bn-en,,
5214,ধুত্তোর,"তোর সংশ্রবজনিত ঝঞ্ঝাট দূর হোক, বিরক্তিসূচক অভিব্যক্তি","Pish posh!', 'Nonsense!', 'Get lost!",,HIGH,False,bn-en,,
5215,ধু ধু,বিশাল ব্যাপ্তির অভিব্যক্তি,"vast expanse', 'barren wasteland', 'middle of nowhere",,HIGH,False,bn-en,,
5216,ধুনা,"ধমক দেওয়া, শায়েস্তা করা","give someone a dressing down', 'beat the daylights out of someone",,HIGH,False,bn-en,,
5217,ধুনি,আশায় আশায় অপেক্ষারত,"keeping the home fires burning', 'holding out hope",,HIGH,False,bn-en,,
5218,ধুন্ধুমারকাণ্ড,"উৎস-পুরাণে বর্ণিত অসুর; তুলকালাম কাণ্ড, প্রচণ্ড গোলমাল","all hell broke loose', 'pandemonium', 'mayhem",,HIGH,False,bn-en,,
5219,ধুমধাড়াক্কা,প্রচুর আড়ম্বর/জাঁকজমক/শোরগোল,"with great fanfare', 'much ado', 'big to-do",,HIGH,False,bn-en,,
5220,ধুমধাম,"জাঁকজমক, সমারোহ","with great fanfare', 'in grand style', 'with bells and whistles",,HIGH,False,bn-en,,
5221,ধুমসা,কালো মোটাসোটা লোক,"soot-covered slob', 'greasy and unkempt",,HIGH,False,bn-en,,
5222,ধুমসি,নিন্দায়- বেমানান রকমের কালো ও মোটা মেয়ে,"plain Jane', 'homely girl",,HIGH,False,bn-en,,
5223,ধূম্রলোচন,কালো ও কুৎসিত মোটাসোটা লোক,Fat cat (wealthy and influential individual),Wealthy and cunning person,MEDIUM,False,bn-en,0.31071001291275024,0.0023782141506671906
5224,ধুয়া তোলা,"ছল করা, এক কথা বার বার বলা","Create a smokescreen', 'Beat around the bush",,HIGH,False,bn-en,,
5225,ধুরন্ধর,"অতি কর্মকুশল, ওস্তাদ, দক্ষ; চতুর, ধড়িবাজ, ধূর্ত, বখাটে","shrewd operator', 'crafty fellow', 'old hand",,HIGH,False,bn-en,,
5226,ধুলো দেওয়া (গায়ে),ঘৃণা প্রকাশ করা,"Shake the dust off one's feet"", 'Brush off disdainfully",,HIGH,False,bn-en,,
5227,চোখে ধুলো দেওয়া,ফাঁকি দেওয়া,throw dust in one's eyes,,HIGH,False,bn-en,,
5228,চোখে ধুলো দেওয়া,ফাঁকি দেওয়া,pull the wool over one's eyes,,HIGH,False,bn-en,0.628479540348053,0.6868071556091309
5229,ধুলোমুঠি ধরলে সোনামুঠি,ভাগ্য সুপ্রসন্ন হলে স্বল্পচেষ্টাতেই সাফল্য আসে,"Strike it lucky', 'When fortune smiles, everything turns to gold",,HIGH,False,bn-en,,
5230,ধূনা দেওয়া,উত্তেজনা ছড়ানো,"add fuel to the fire', 'pour oil on troubled waters (opposite)",,HIGH,False,bn-en,,
5231,ধূমকেতু,"অশুভলক্ষণ, উৎপাত, কুগ্রহ, হঠাৎ এসে উপস্থিত ব্যক্তি","ill omen', 'bolt from the blue', 'harbinger of doom",,HIGH,False,bn-en,,
5232,ধূমধাম,খুব ঘটা; মহাসমারোহ,"With great fanfare', 'In grand style', 'With bells and whistles",,HIGH,False,bn-en,,
5233,ধূমায়মান,অল্প অল্প প্রকাশিত হচ্ছে,"smoldering anger', 'festering resentment",,HIGH,False,bn-en,,
