model,idiom,language,cluster
LaBSE,মুখোশ খোলা,Bengali,25
LaBSE,মুঘলাই কায়দা,Bengali,43
LaBSE,মুঠোয় পাওয়া,Bengali,40
LaBSE,মুঠোমুঠো,Bengali,40
LaBSE,মুড়া কোদালে দিঘি কাটা,Bengali,8
LaBSE,মুড়ি-মুড়কি,Bengali,1
LaBSE,মুড়ি-মুড়কির একদর,Bengali,43
LaBSE,মুড়ি-মুড়কির মত,Bengali,44
LaBSE,মুণ্ড ঘুরে যাওয়া,Bengali,22
LaBSE,মুণ্ডু ঘুরে যাওয়া,Bengali,22
LaBSE,মুণ্ডপাত,Bengali,14
LaBSE,মুণ্ডহীন মুরগী,Bengali,19
LaBSE,মুদ্রাদোষ,Bengali,37
LaBSE,মুরগী ড্রেসিং,Bengali,19
LaBSE,মুরগী বানানো,Bengali,22
LaBSE,মুরগি পোষা ভালোবাসা,Bengali,19
LaBSE,মোরগের লড়াই,Bengali,13
LaBSE,মুশকিল আসান,Bengali,45
LaBSE,মুষ্টিমেয় কয়েকজন,Bengali,24
LaBSE,মুষ্টিযোগ,Bengali,37
LaBSE,মুসলমানের মুরগি পোষা,Bengali,19
LaBSE,মূর্খ-পণ্ডিত,Bengali,30
LaBSE,মূর্খের স্বর্গ,Bengali,21
LaBSE,মূলেই গলদ,Bengali,23
LaBSE,মৃদুমন্দ,Bengali,0
LaBSE,মেঘ না চাইতেই জল,Bengali,35
LaBSE,মেঘভাঙা রদ্দুর,Bengali,43
LaBSE,মেঘে মেঘে বেলা হওয়া,Bengali,8
LaBSE,মাছের হাট,Bengali,31
LaBSE,মেজাজ খাট্টা,Bengali,38
LaBSE,মেজাজ দেখানো,Bengali,38
LaBSE,মেজে ঘষে সুন্দরী,Bengali,28
LaBSE,মেড়া,Bengali,1
LaBSE,মেনিমুখো,Bengali,26
LaBSE,মেমসাহেব,Bengali,26
LaBSE,মেরুদণ্ডহীন,Bengali,18
LaBSE,মেরি জান,Bengali,46
LaBSE,মেরে হাড় গুঁড়ো করা,Bengali,22
LaBSE,মারকাটে,Bengali,23
LaBSE,মেরেকেটে,Bengali,23
LaBSE,মেরে দেওয়া,Bengali,17
LaBSE,মেরুকরণ,Bengali,37
LaBSE,মেলামেশা,Bengali,37
LaBSE,মেষশাবক,Bengali,30
LaBSE,মোচড় মারা,Bengali,17
LaBSE,মোটকথা,Bengali,7
LaBSE,মোটঘাট,Bengali,26
LaBSE,মোটমাট,Bengali,26
LaBSE,মোটা কথা,Bengali,20
LaBSE,মোটা গলা,Bengali,29
LaBSE,মোটা ভাত মোটা কাপড়,Bengali,46
LaBSE,মোটা মাহিনা,Bengali,46
LaBSE,মোটামুটি,Bengali,7
LaBSE,মোটাসোটা,Bengali,0
LaBSE,মোটেই না,Bengali,35
LaBSE,মোড়ামুড়ি,Bengali,14
LaBSE,মোমের পুতুল,Bengali,43
LaBSE,মোসাহেব,Bengali,26
LaBSE,মৌখিকবন্ধু,Bengali,30
LaBSE,মৌচাকে ঢিল,Bengali,22
LaBSE,মৌতাৎ চড়ানো,Bengali,14
LaBSE,মৌনব্রত,Bengali,0
LaBSE,মৌরসি পাট্টা,Bengali,43
LaBSE,ম্যাও ধরা,Bengali,22
LaBSE,মেয়াদ মেরে যাওয়া,Bengali,36
LaBSE,যক আগলানো,Bengali,22
LaBSE,যক দেওয়া,Bengali,17
LaBSE,যক্ষের ধন,Bengali,43
LaBSE,যখন তখন,Bengali,7
LaBSE,যখন তখন অবস্থা,Bengali,7
LaBSE,"যখন যেমন, তখন তেমন",Bengali,7
LaBSE,যখনকার তখন,Bengali,7
LaBSE,"যখনকার যা, তখনকার তা",Bengali,7
LaBSE,যখন যখন,Bengali,7
LaBSE,যজ্ঞবাড়ী,Bengali,31
LaBSE,যজ্ঞের ঘোড়া,Bengali,19
LaBSE,যৎকিঞ্চিৎ,Bengali,37
LaBSE,যৎপরোনাস্তি,Bengali,37
LaBSE,যত গর্জে তত বর্ষে না,Bengali,35
LaBSE,যতক্ষণ মধু ততক্ষণ ভ্রমর,Bengali,44
LaBSE,যত নষ্টের গোড়া,Bengali,32
LaBSE,যত বড় মুখ নয় তত বড় কথা,Bengali,35
LaBSE,যতনে রতন মেলে,Bengali,44
LaBSE,যত্ন আত্তি,Bengali,37
LaBSE,যত্র আয় তত্র ব্যয়,Bengali,11
LaBSE,যত্রতত্র,Bengali,7
LaBSE,যথা আজ্ঞা,Bengali,7
LaBSE,যথাকথঞ্চিত,Bengali,0
LaBSE,যথাকথা,Bengali,7
LaBSE,যথাতথা,Bengali,7
LaBSE,যথা পূর্ব তথা পর,Bengali,7
LaBSE,যথারীতি,Bengali,7
LaBSE,যথারুচি,Bengali,26
LaBSE,যথাসর্বস্ব,Bengali,7
LaBSE,যথাস্থান,Bengali,26
LaBSE,যথেচ্ছাচার,Bengali,37
LaBSE,যদি না,Bengali,35
LaBSE,যদি বা,Bengali,7
LaBSE,যদুবংশ,Bengali,37
LaBSE,যদু-মধু,Bengali,26
LaBSE,যত্নে রত্ন মেলে,Bengali,8
LaBSE,যন্ত্র,Bengali,26
LaBSE,যন্ত্রী,Bengali,30
LaBSE,যবনিকাপতন,Bengali,37
LaBSE,যমদূত,Bengali,30
LaBSE,যবুথবু,Bengali,1
LaBSE,যমপুরী,Bengali,26
LaBSE,যমযন্ত্রণা,Bengali,37
LaBSE,যমে ধরা,Bengali,17
LaBSE,যমের অরুচি,Bengali,43
LaBSE,যমের দক্ষিণ দুয়ার দেখা/দেখানো,Bengali,21
LaBSE,যমের দোসর,Bengali,46
LaBSE,যমের বাড়ি যাওয়া,Bengali,41
LaBSE,যমের ভুল,Bengali,34
LaBSE,যশশেষ,Bengali,0
LaBSE,যশুরে কই,Bengali,7
LaBSE,যাঁহা বাহান্ন তাঁহা তিপ্পান্ন,Bengali,28
LaBSE,যাচ্ছেতাই,Bengali,0
LaBSE,যা তা,Bengali,7
LaBSE,যা নয় তাই,Bengali,35
LaBSE,যাই যাই,Bengali,7
LaBSE,যাওয়া-আসা,Bengali,7
LaBSE,যাক গে,Bengali,7
LaBSE,যাকে তাকে,Bengali,7
LaBSE,যান্ত্রিক সভ্যতা,Bengali,13
LaBSE,যাবৎ চন্দ্র দিবাকর,Bengali,36
LaBSE,যামঘোষ,Bengali,37
LaBSE,যায় যায় অবস্থা,Bengali,26
LaBSE,যারপরনাই,Bengali,7
LaBSE,যাহা বাহান্ন তাহা তিপ্পান্ন,Bengali,28
LaBSE,যুক্তবেণী,Bengali,26
LaBSE,আজ্ঞে,Bengali,0
LaBSE,যে কথা সেই কাজ,Bengali,4
LaBSE,যে-কে-সেই,Bengali,7
LaBSE,যে কেউ,Bengali,7
LaBSE,যে দামে কেনা সে দামে বিক্রি,Bengali,11
LaBSE,যে যাবে যাক,Bengali,7
LaBSE,যে সে,Bengali,7
LaBSE,যেখানে সেখানে,Bengali,7
LaBSE,যেচে মান কেঁদে সোহাগ,Bengali,11
LaBSE,যেতে বসা,Bengali,6
LaBSE,যেতে যেতে,Bengali,6
LaBSE,যেদিক জল সেদিকে ছাতি ধরা,Bengali,47
LaBSE,যেন-তেন প্রকারেণ,Bengali,7
LaBSE,যেমন গুরু তেমনই চেলা,Bengali,44
LaBSE,যেমন জগন্নাথ তেমন সুভদ্রা,Bengali,44
LaBSE,যেমন তেমন,Bengali,7
LaBSE,যেমন-তেমন,Bengali,7
LaBSE,যেমন দান তেমন দক্ষিণা,Bengali,44
LaBSE,কোন যোগ নেই,Bengali,35
LaBSE,যোগনিদ্রা,Bengali,37
LaBSE,যোগসাজশ,Bengali,37
LaBSE,যোগাড়যন্ত্র,Bengali,26
LaBSE,যোগাযোগ,Bengali,26
LaBSE,যোগীর চিন্তা জগন্নাথ ফকিরের চিন্তা মক্কা,Bengali,11
LaBSE,যোড়হস্ত,Bengali,1
LaBSE,যোড়াতাড়া দিয়ে,Bengali,23
LaBSE,যোড়াতালি,Bengali,31
LaBSE,যোড়াতালি মারা,Bengali,22
LaBSE,যো-সো,Bengali,7
LaBSE,যো হুকুম হুজুর,Bengali,21
LaBSE,যে হুকুমের দল,Bengali,13
LaBSE,রাইস আদমী,Bengali,43
LaBSE,রকম-সকম,Bengali,0
LaBSE,রকেটগতি,Bengali,37
LaBSE,রক্ত গরম করা,Bengali,47
LaBSE,রক্তগঙ্গা,Bengali,0
LaBSE,রক্তচক্ষু,Bengali,0
LaBSE,রক্ত ঝরানো,Bengali,47
LaBSE,রক্তবীজের বংশ,Bengali,43
LaBSE,রক্তমাংসের শরীর,Bengali,43
LaBSE,রক্তারক্তি কাণ্ড,Bengali,37
LaBSE,রক্তশোষণ,Bengali,37
LaBSE,রক্তের অক্ষরে লেখা,Bengali,47
LaBSE,রক্তের টান,Bengali,47
LaBSE,রক্তের রঙ লাল,Bengali,47
LaBSE,রক্ষাকবচ,Bengali,26
LaBSE,রগচটা,Bengali,1
LaBSE,রগড়া-রগড়ি,Bengali,14
LaBSE,রগড়ারগড়ি,Bengali,1
LaBSE,রগড়া রগড়ি,Bengali,14
LaBSE,রগরগে,Bengali,23
LaBSE,রঙঢঙ,Bengali,31
LaBSE,রংচঙা,Bengali,0
LaBSE,রং খোলা,Bengali,27
LaBSE,রঙ চড়ানো,Bengali,22
LaBSE,রঙতামাশা,Bengali,31
LaBSE,রং-বে-রং,Bengali,26
LaBSE,রঙ দেখানো,Bengali,6
LaBSE,রঙ্গভঙ্গ,Bengali,37
LaBSE,রঙ্গী,Bengali,0
LaBSE,রঙমহল,Bengali,31
LaBSE,রংরুট,Bengali,31
LaBSE,রজ্জুতে সর্পভ্রম,Bengali,34
LaBSE,রটানো,Bengali,17
LaBSE,রণভঙ্গ,Bengali,37
LaBSE,রণের ঘোড়া,Bengali,19
LaBSE,রতনে রতন চেনে,Bengali,48
LaBSE,রত্ন,Bengali,26
LaBSE,রত্নগর্ভা,Bengali,37
LaBSE,রত্নগর্ভের পেতন সন্তান,Bengali,46
LaBSE,রথদেখা কলাবেচা,Bengali,43
LaBSE,রথী,Bengali,26
LaBSE,রদ্দা দেওয়া,Bengali,17
LaBSE,রদ্দিমাল,Bengali,26
LaBSE,রন্ধনে দ্রৌপদী,Bengali,13
LaBSE,রন্ধনের চাল চর্বণে,Bengali,8
LaBSE,রন্ধ্রেরন্ধ্রে,Bengali,23
LaBSE,রপ্তে রপ্তে,Bengali,23
LaBSE,রফা নিষ্পত্তি,Bengali,13
LaBSE,রবরবা,Bengali,31
LaBSE,রবাহুত,Bengali,0
LaBSE,রম্ভা,Bengali,26
LaBSE,রয়ে-বসে,Bengali,26
LaBSE,রয়ে-সয়ে,Bengali,7
LaBSE,রশি আলগা করা,Bengali,22
LaBSE,রসকলি,Bengali,31
LaBSE,রসকষ,Bengali,26
LaBSE,রসচুরি,Bengali,1
LaBSE,রসদ,Bengali,26
LaBSE,রসবতী,Bengali,0
LaBSE,রসভঙ্গ,Bengali,37
LaBSE,রসাতলে যাওয়া,Bengali,17
LaBSE,রসেবশে থাকা,Bengali,17
LaBSE,রাঁড় হয়ে ষাঁড় হওয়া,Bengali,17
LaBSE,রা করা,Bengali,17
LaBSE,রাই কুড়িয়ে বেল,Bengali,5
LaBSE,রাক্ষস,Bengali,26
LaBSE,রাক্ষস বিবাহ,Bengali,13
LaBSE,রাক্ষসী বেলা,Bengali,36
LaBSE,রাক্ষসের উপর খোক্ষস,Bengali,8
LaBSE,রাখঢাক,Bengali,17
LaBSE,রাখালের হাতে শালগ্রাম,Bengali,19
LaBSE,রাগ না চণ্ডাল,Bengali,35
LaBSE,রাঘববোয়াল,Bengali,31
LaBSE,রাঙাবার,Bengali,31
LaBSE,রাঙামূলো,Bengali,31
LaBSE,রাজযোটক,Bengali,30
LaBSE,রাজমুকুট,Bengali,31
LaBSE,রাজরাজড়া,Bengali,26
LaBSE,রাজসূয় যজ্ঞ,Bengali,21
LaBSE,রাজা-উজির মারা,Bengali,21
LaBSE,রাজাকার,Bengali,30
LaBSE,রাজা তেজচন্দ্র,Bengali,21
LaBSE,রাজার ঘুড়ী,Bengali,19
LaBSE,রাজার হাল,Bengali,21
LaBSE,রাতকানা,Bengali,26
LaBSE,রাতদুপুর,Bengali,31
LaBSE,রাতবিরাত,Bengali,36
LaBSE,রাতকে দিন করা,Bengali,36
LaBSE,রাতারাতি,Bengali,36
LaBSE,রাধে-কৃষ্ণ,Bengali,31
LaBSE,রান্না খেয়ে কান্ন পায়,Bengali,11
LaBSE,রাবণের গুষ্টি,Bengali,43
LaBSE,রাবণের চিতা,Bengali,43
LaBSE,রাবণের ছাঁদনাতলা,Bengali,43
LaBSE,রাবণের দোষে সমুদ্রবন্ধন,Bengali,48
LaBSE,রাবণের পুরী ছারখার,Bengali,43
LaBSE,রাম বল,Bengali,43
LaBSE,রামকান্ত,Bengali,31
LaBSE,রামগরুড়ের ছানা,Bengali,19
LaBSE,রামছাগল,Bengali,31
LaBSE,রামধোলাই,Bengali,31
LaBSE,রাম না হতে রামায়ণ,Bengali,35
LaBSE,রামপাখি,Bengali,31
LaBSE,রাম বলে,Bengali,20
LaBSE,রামভক্ত হনুমান,Bengali,21
LaBSE,রাম-রহিম,Bengali,26
LaBSE,রামরাজ্য,Bengali,26
LaBSE,রামরাজত্ব,Bengali,37
LaBSE,রাম-রাবণের যুদ্ধ,Bengali,21
LaBSE,রাম-লক্ষণ,Bengali,21
LaBSE,রাম-শ্যাম,Bengali,21
LaBSE,রামসেবক,Bengali,31
LaBSE,রামা-শ্যামা,Bengali,21
LaBSE,রামায়ণ,Bengali,26
LaBSE,রামের বাণ,Bengali,21
LaBSE,রামের ভাই লক্ষণ,Bengali,46
LaBSE,রামের হনুমান,Bengali,21
LaBSE,রামোচন্দ্র,Bengali,30
LaBSE,রায়বাঘিনী,Bengali,31
LaBSE,রাশ আলগা করা,Bengali,22
LaBSE,রাশ টানা,Bengali,22
LaBSE,রাশভারী,Bengali,30
LaBSE,রাশহালকা,Bengali,1
LaBSE,রাশি রাশি,Bengali,43
LaBSE,রাষ্ট্র করা,Bengali,26
LaBSE,রাস টানা,Bengali,22
LaBSE,রাস্তা খোলা,Bengali,6
LaBSE,রাস্তাঘাট,Bengali,26
LaBSE,রাস্তা দেখা,Bengali,6
LaBSE,রাস্তা দেখানো,Bengali,6
LaBSE,রাস্তা বন্ধ,Bengali,6
LaBSE,রাস্তা রোখা,Bengali,6
LaBSE,রাস্তার লোক,Bengali,30
LaBSE,রাহু,Bengali,26
LaBSE,রাহুগ্রস্ত,Bengali,0
LaBSE,রাহুর দশা,Bengali,13
LaBSE,রুই কাতলা,Bengali,43
LaBSE,রুজিরোজগার,Bengali,30
LaBSE,রুটির সওয়াল,Bengali,43
LaBSE,রুটি মারা,Bengali,22
LaBSE,রুটিরুজি,Bengali,1
LaBSE,রুদ্রমূর্তি,Bengali,37
LaBSE,রূপচাঁদ,Bengali,31
LaBSE,রূপসাগর,Bengali,31
LaBSE,রূপোর চাকতি,Bengali,43
LaBSE,রূপে লক্ষ্মী গুণে সরস্বতী,Bengali,34
LaBSE,রূপের ডালি,Bengali,26
LaBSE,রূপের ধুচুনি,Bengali,37
LaBSE,রেখে দাও,Bengali,6
LaBSE,রেখে ঢেকে বলা,Bengali,6
LaBSE,রেগে আগুন,Bengali,27
LaBSE,রেষারেষি,Bengali,37
LaBSE,রেহাই,Bengali,26
LaBSE,রৈ রৈ,Bengali,7
LaBSE,রৈ রৈ করা,Bengali,17
LaBSE,রোখা কড়ি ছোখা মাল,Bengali,43
LaBSE,রোগ কেবল মুড়িতে আর ভুঁড়িতে,Bengali,12
LaBSE,রোগব্যাধি,Bengali,37
LaBSE,রোগাপটকা,Bengali,0
LaBSE,রোগা হাতে ফাঁদাল বালা,Bengali,43
LaBSE,রোজ কিয়ামত,Bengali,36
LaBSE,রোজনামচা,Bengali,26
LaBSE,রোজার ঘাড়ে বোঝা,Bengali,8
LaBSE,রোজার ঘাড়ে ভূত,Bengali,21
LaBSE,রোদ ওঠা,Bengali,36
LaBSE,রোদ পড়া,Bengali,36
LaBSE,রোদ পোহানো,Bengali,36
LaBSE,রোদে দেওয়া,Bengali,36
LaBSE,রোদে পোড়া,Bengali,27
LaBSE,রোবট,Bengali,26
LaBSE,রোমন্থন,Bengali,37
LaBSE,রোল মডেল,Bengali,13
LaBSE,রোলার চালানো,Bengali,22
LaBSE,রোশনচৌকি,Bengali,37
LaBSE,র্যালা,Bengali,26
LaBSE,র্যালি,Bengali,26
LaBSE,লক্কা পায়রা,Bengali,19
LaBSE,লক্ষ্মণদেবর,Bengali,31
LaBSE,লক্ষ্মণদোসর,Bengali,31
LaBSE,লক্ষ্মণভাই,Bengali,31
LaBSE,লক্ষ্মণ ভোজন,Bengali,13
LaBSE,লক্ষ্মণরেখা,Bengali,26
LaBSE,লক্ষ্মণের ফল ধরা,Bengali,22
LaBSE,লক্ষ্মী আসতে দুয়ারে আগল,Bengali,11
LaBSE,লক্ষ্মী চঞ্চলা,Bengali,45
LaBSE,লক্ষ্মীছাড়া,Bengali,31
LaBSE,লক্ষ্মী-জনার্দন,Bengali,34
LaBSE,লক্ষ্মীটি,Bengali,26
LaBSE,লক্ষ্মী তোলা,Bengali,31
LaBSE,লক্ষ্মী পাতা,Bengali,43
LaBSE,লক্ষ্মীপেঁচা,Bengali,31
LaBSE,লক্ষ্মীবন্ত,Bengali,31
LaBSE,লক্ষ্মীর ঘরে কালপেঁচা,Bengali,41
LaBSE,লক্ষ্মীর কৃপা হওয়া,Bengali,21
LaBSE,লক্ষ্মীর খুঁঁচি,Bengali,43
LaBSE,লক্ষ্মীর ঝাঁপি,Bengali,34
LaBSE,লক্ষ্মীর পুত্র ভিক্ষা মাগে,Bengali,11
LaBSE,লক্ষ্মীর বরপুত্র,Bengali,46
LaBSE,লক্ষ্মীর বরযাত্রী,Bengali,21
LaBSE,লক্ষ্মীর ভান্ডার,Bengali,34
LaBSE,লক্ষ্মীর সংসার,Bengali,41
LaBSE,লগনচাঁদ,Bengali,31
LaBSE,লগি ঠেলা,Bengali,22
LaBSE,লগি পুঁতে বসে থাকা,Bengali,8
LaBSE,লঘুগুরু জ্ঞান,Bengali,13
LaBSE,লঘুপাক,Bengali,1
LaBSE,লঘুপাপে গুরুদণ্ড,Bengali,43
LaBSE,লঙ্কাকাণ্ড,Bengali,14
LaBSE,লঙ্কাপোড়া,Bengali,0
LaBSE,লঙ্কাফেরত,Bengali,14
LaBSE,লঙ্কায় সোনা সস্তা,Bengali,11
LaBSE,লজ্জাবতী লতা,Bengali,16
LaBSE,লজ্জার মাথা খাওয়া,Bengali,42
LaBSE,লণ্ডন হয়ে মক্কা যাত্রা,Bengali,11
LaBSE,লবঙ্গলতা,Bengali,37
LaBSE,লবডঙ্কা,Bengali,31
LaBSE,লবেজান,Bengali,31
LaBSE,লবেদার,Bengali,31
LaBSE,লম্ফঝম্ফ,Bengali,14
LaBSE,লম্বকর্ণ,Bengali,31
LaBSE,লম্বা করা,Bengali,17
LaBSE,লম্বাকোঁচা,Bengali,31
LaBSE,লম্বাকোঁচা নমস্কার,Bengali,28
LaBSE,লম্বাচওড়া কথা,Bengali,20
LaBSE,লম্বা চাল,Bengali,43
LaBSE,লম্বা দেওয়া,Bengali,17
LaBSE,লম্বা দৌড়,Bengali,6
LaBSE,লম্বা রেসের ঘোড়া,Bengali,19
LaBSE,লম্বা লম্বা কথা,Bengali,20
LaBSE,লম্বা লম্পা কথা,Bengali,20
LaBSE,লম্বা হওয়া,Bengali,17
LaBSE,লম্বোদর,Bengali,31
LaBSE,ললাটের লিখন,Bengali,13
LaBSE,ললিতলবঙ্গলতাপরিশীলনকোমলমলয়সমীর,Bengali,31
LaBSE,লা ইলাজ,Bengali,26
LaBSE,লাওয়ারিস,Bengali,31
LaBSE,লাখ কথার এক কথা,Bengali,20
LaBSE,লাখ টাকার স্বপ্ন দেখা,Bengali,21
LaBSE,লাখ পঁচাশী,Bengali,26
LaBSE,লাগ-ভেল্কি-লাগ,Bengali,31
LaBSE,লাগানিভাঙানি,Bengali,22
LaBSE,লাগাম,Bengali,17
LaBSE,লাগামছাড়া,Bengali,18
LaBSE,লাগালাগি,Bengali,31
LaBSE,লাগে তুক না লাগে তাক,Bengali,35
LaBSE,লাচার,Bengali,31
LaBSE,লা-জবাব,Bengali,26
LaBSE,লাজবাব,Bengali,31
LaBSE,লাজাবন্ধনন্যায়,Bengali,23
LaBSE,লাজের মাথা খেয়ে,Bengali,42
LaBSE,লাট করা,Bengali,17
LaBSE,লাট খাওয়া,Bengali,22
LaBSE,লাটসাহেব,Bengali,31
LaBSE,লাটে ওঠা,Bengali,17
LaBSE,লাটের বাঁট,Bengali,19
LaBSE,লাঠালাঠি,Bengali,31
LaBSE,লাঠ্যৌষধি,Bengali,37
LaBSE,লাড্ডু পাকানো,Bengali,22
LaBSE,লাড়ার মার ভাঁড়া,Bengali,19
LaBSE,লাথিখেকো,Bengali,17
LaBSE,লাথির ঢেঁকি চড়ে ওঠে না,Bengali,35
LaBSE,লা দাওয়া,Bengali,26
LaBSE,লাদাবি,Bengali,31
LaBSE,লাপরোয়া,Bengali,0
LaBSE,লাপাতা,Bengali,31
LaBSE,লাভঃ পরং গোবধঃ,Bengali,34
LaBSE,লাভের গাঁতি,Bengali,43
LaBSE,লাভের গুড়,Bengali,13
LaBSE,লায়েক,Bengali,31
LaBSE,লালজল,Bengali,31
LaBSE,লালদালান,Bengali,31
LaBSE,লালপাগড়ি,Bengali,31
LaBSE,লালফিতে,Bengali,23
LaBSE,লালবাতি,Bengali,27
LaBSE,লালবাতি জ্বালা,Bengali,27
LaBSE,লালমুখো,Bengali,0
LaBSE,লালমুখ,Bengali,0
LaBSE,লাল হয়ে যাওয়া,Bengali,17
LaBSE,লিকার,Bengali,31
LaBSE,লেখ-রে-লেখ,Bengali,20
LaBSE,লিখালিখি,Bengali,26
LaBSE,লিখিত-পড়িত,Bengali,26
LaBSE,লিখিয়ে-পড়িয়ে,Bengali,26
LaBSE,লিখে ওঠা,Bengali,17
LaBSE,লিখে দেওয়া,Bengali,17
LaBSE,লিখে রাখা,Bengali,17
LaBSE,লীলাখেলা,Bengali,31
LaBSE,লীলাখেলা সাঙ্গ,Bengali,43
LaBSE,লুফে নেওয়া,Bengali,17
LaBSE,লেকচার ঝাড়া,Bengali,20
LaBSE,লেখাজোখা,Bengali,26
LaBSE,লেখাপড়া,Bengali,26
LaBSE,লেখালেখি,Bengali,26
LaBSE,লেখার হাত,Bengali,40
LaBSE,লেগে থাকা,Bengali,17
LaBSE,লেগে যাওয়া,Bengali,17
LaBSE,লেঙ্গটার নেই বাটপাড়ের ভয়,Bengali,35
LaBSE,লেঙ্গি মারা,Bengali,22
LaBSE,লেঙ্গুড়,Bengali,31
LaBSE,লেঙ্গুড়কা অঙ্গুটি,Bengali,43
LaBSE,লেজ কাটা শিয়াল,Bengali,19
LaBSE,লেজ গুটানো,Bengali,22
LaBSE,লেজ তুলে দেখা,Bengali,22
LaBSE,লেজ ধরা,Bengali,22
LaBSE,লেজধরা,Bengali,37
LaBSE,লেজ নাড়া,Bengali,22
LaBSE,লেজ মাড়ানো,Bengali,22
LaBSE,লেজ মোটা হওয়া,Bengali,29
LaBSE,লেজামুড়া,Bengali,31
LaBSE,লেজামুড়া বাদ,Bengali,18
LaBSE,লেজামুড়ো বাদ,Bengali,18
LaBSE,লেজুড়,Bengali,1
LaBSE,লেজুড়বৃত্তি,Bengali,37
LaBSE,লেজে খেলা,Bengali,22
LaBSE,লেজে গোবরে,Bengali,8
LaBSE,লেজে পা দেওয়া,Bengali,8
LaBSE,লেট লতিফ,Bengali,45
LaBSE,লেটা,Bengali,26
LaBSE,লেফাফাদুরস্ত,Bengali,0
LaBSE,লেফাফা দুরস্ত,Bengali,16
LaBSE,লেবু,Bengali,31
LaBSE,লেবু কচলানো,Bengali,22
LaBSE,লেবেল আঁটা,Bengali,22
LaBSE,লেভেল করা,Bengali,17
LaBSE,লেশমাত্র,Bengali,26
LaBSE,লোকক্ষয়,Bengali,37
LaBSE,লোক খেপানো,Bengali,30
LaBSE,লোকচক্ষুর অন্তরালে,Bengali,23
LaBSE,লোকচরিত্র,Bengali,30
LaBSE,লোকজন,Bengali,26
LaBSE,লোকতঃ ধর্মতঃ,Bengali,26
LaBSE,লোক দেখানো,Bengali,26
LaBSE,লোকধর্ম,Bengali,37
LaBSE,লোকনাথ,Bengali,31
LaBSE,লোক-না-পোকা,Bengali,30
LaBSE,লোকনিন্দা,Bengali,31
LaBSE,লোকবল,Bengali,26
LaBSE,লোক ভেঙে পড়া,Bengali,22
LaBSE,লোকলজ্জা,Bengali,37
LaBSE,লোকশিক্ষা,Bengali,37
LaBSE,লোক হাসানো,Bengali,30
LaBSE,লোক হাসাহাসি,Bengali,30
LaBSE,লোকে বলে,Bengali,20
LaBSE,লোকের কথা,Bengali,20
LaBSE,লোটা-কম্বল,Bengali,43
LaBSE,লোহার কার্তিক,Bengali,43
LaBSE,লোহার বাসরঘর,Bengali,41
LaBSE,ল্যাং মারা,Bengali,22
LaBSE,ল্যাঙবোট,Bengali,31
LaBSE,ল্যাত-প্যাত,Bengali,31
LaBSE,ল্যাদামারা,Bengali,31
LaBSE,ল্যালাক্ষ্যাপা,Bengali,31
LaBSE,শব্দ করা,Bengali,17
LaBSE,শ-কার ব-কার,Bengali,45
LaBSE,শকুনিমামা,Bengali,31
LaBSE,শকুনিমামার পরামর্শ,Bengali,34
LaBSE,শকুনির নজর,Bengali,10
LaBSE,শক্ত ঘাঁটি,Bengali,13
LaBSE,শক্তঘানি,Bengali,0
LaBSE,শক্তের ভক্ত নরমের যম,Bengali,46
LaBSE,শঙ্খিনী,Bengali,1
LaBSE,শঠে শঠে ব্যবহার,Bengali,8
LaBSE,শতকুটি কাঁথা,Bengali,43
LaBSE,শতছিদ্র,Bengali,0
LaBSE,শতছিন্ন,Bengali,0
LaBSE,শতপথ ব্রাহ্মণ,Bengali,46
LaBSE,শতমারী,Bengali,26
LaBSE,শতমুখ,Bengali,26
LaBSE,শতেকখাকি,Bengali,26
LaBSE,শত্রুমিত্র,Bengali,30
LaBSE,শত্রুর মুখে ছাই,Bengali,25
LaBSE,শনি,Bengali,26
LaBSE,শনিবারের মড়া,Bengali,43
LaBSE,শনির কোপ,Bengali,43
LaBSE,শনৈঃশনৈঃ,Bengali,37
LaBSE,শবরীর প্রতিক্ষা,Bengali,34
LaBSE,শম্বুকগতি,Bengali,37
LaBSE,শয়ে শয়ে,Bengali,14
LaBSE,শয়তানের সারোগেট সন্তান,Bengali,21
LaBSE,শয়তানের হাঁড়ি,Bengali,21
LaBSE,শরতের শিশির,Bengali,43
LaBSE,শরীর পাত করা,Bengali,17
LaBSE,শর্টকাট,Bengali,33
LaBSE,শর্ট সাইটেড,Bengali,33
LaBSE,শর্মা,Bengali,26
LaBSE,শশব্যস্ত,Bengali,0
LaBSE,শস্তার তিন অবস্থা,Bengali,13
LaBSE,শাঁখের করাত,Bengali,0
LaBSE,শাঁস,Bengali,1
LaBSE,শাক-চোরকে শূলে,Bengali,8
LaBSE,শাক দিয়ে মাছ ঢাকা,Bengali,8
LaBSE,শাকে বালি,Bengali,43
LaBSE,শাখামৃগ,Bengali,1
LaBSE,শঙ্করের ওপর বজ্রাঘাত,Bengali,8
LaBSE,শানাইয়ের পোঁ,Bengali,43
LaBSE,শান্তশিষ্ট লেজবিশিষ্ট,Bengali,0
LaBSE,শান্তিপুরি ভদ্রতা,Bengali,28
LaBSE,শাপে বর,Bengali,19
LaBSE,শামুক দিয়ে পুকুর সেঁচা,Bengali,47
LaBSE,শাল,Bengali,1
LaBSE,শালগ্রাম,Bengali,31
LaBSE,শালগ্রামের শোয়া-বসা,Bengali,43
