id,idiom_src,meaning_src,idiom_tgt,meaning_tgt,confidence,verified,lang_pair
3568,চোরে চোরে খালাতো মাসতুতো ভাই,একই অন্যায় কাজে নিয়োজিত ব্যক্তি; খারাপ ব্যবসায় বা বৃত্তিতে নিযুক্ত লোকেরা; সমমনা দুষ্ট লোকের অভিন্ন চিন্তা বা কাজ,फूट डालो और राज करो,To create dissension among people to maintain control.,HIGH,False,bn-hi
3569,চোরের উপর বাটপাড়ি,চোরের কাছ থেকে চোরাইমাল চুরি; চোরের সঙ্গে প্রতাড়না; ঠগকে ঠকানো,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
3570,চোরের ধন বাটপাড়ে খায়,অসৎ উপায়ে অর্জিত ধন ভোগে আসে না,होश ठिकाने लगाना,To make someone realize the error of their ways; to bring someone back to their senses.,HIGH,False,bn-hi
3571,চোরের মায়ের কান্না,অন্যায় কাজে শাস্তিভোগের জন্য গোপন ও নিস্ফল বিলাপ,आँख चुराना,To hide out of shame; to avoid eye contact due to embarrassment or guilt.,HIGH,False,bn-hi
3572,চোরের মায়ের বড় গলা,অসতের হম্বিতম্বি; অতি অসৎব্যক্তির অতিরিক্ত সাধুতার ভান,अंग-अंग फूले न समाना,To be overjoyed; extremely delighted.,HIGH,False,bn-hi
3573,চোরের মার বড় গলা,নিজে অসৎ তা ভালোভাবে জেনেও অন্যের উপর চোটপাট,अपना उल्लू सीधा करना,To achieve one's own selfish motive; to act in self-interest without regard for others.,HIGH,False,bn-hi
3575,চৌকশ,চালাকচতুর; সবকাজে দক্ষ; সবদিকে নজর আছে এমন,अम्बर के तारे गिनना,To stay awake all night; unable to sleep.,HIGH,False,bn-hi
3576,চৌকা গর্তে গোল পেরেক,যে ব্যক্তি খুবই অনভ্যস্ত বা অস্বস্তিকর অবস্থায় পড়েছে,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
3577,চৌকাঠ না মাড়ানো,সম্পর্ক না রাখা; সম্পর্ক ছিন্ন করা; সংস্পর্শে না আসা,घर की मुर्गी दाल बराबर,To undervalue what one already has; a familiar thing is not appreciated.,HIGH,False,bn-hi
3578,চৌঘরি মাত দেখানো,বিষম সঙ্কটে ফেলা,आगे कुआँ पीछे खाई,To be in a desperate situation with no escape; between a rock and a hard place.,HIGH,False,bn-hi
3579,চৌচির,খণ্ডবিখণ্ড; খণ্ডে খণ্ডে বিভক্ত,आसमान से गिरा खजूर में अटका,Out of one trouble and into another; from the frying pan into the fire.,HIGH,False,bn-hi
3580,চৌপাট,"ধ্বংস, নষ্ট",गला काटना,To ruin someone; to exploit or overcharge someone unfairly.,HIGH,False,bn-hi
3581,চৌপর,চারপ্রহর; সারাদিন,अम्बर के तारे गिनना,To stay awake all night; unable to sleep.,HIGH,False,bn-hi
3582,চৌপল,চারপার্শ্বদেশবিশিষ্ট,अम्बर के तारे गिनना,To stay awake all night; unable to sleep.,HIGH,False,bn-hi
3583,চৌমাথা,চাররাস্তার মিলনস্থল,आँखें चार होना,To exchange glances; to have a romantic meeting of eyes.,HIGH,False,bn-hi
3587,চ্যাঙদোলা,শববাহী খাটিয়া; শবের মতো বয়ে নিয়ে যাওয়া,अँगूठा चूसना,To act childishly despite being grown up; to behave immaturely.,HIGH,False,bn-hi
3588,চ্যাঙড়া,অপরিণত বয়স্ক/বুদ্ধি; অর্বাচীন; ছ্যাবলা যুবক,जोरू का गुलाम,A man who is completely dominated by his wife.,HIGH,False,bn-hi
3589,চ্যাঙা-ব্যাঙা,গুরুত্বহীন লোক,फूट डालो और राज करो,To create dissension among people to maintain control.,HIGH,False,bn-hi
3590,চ্যাচাঁমেচি,একাধিক লোকের একসঙ্গে চিৎকার বা হট্টগোল,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
3592,ছক কাটা,পরিকল্পনা বা ষড়যন্ত্র করা,खिचड़ी पकाना,To make a secret plan; to conspire or scheme together privately.,HIGH,False,bn-hi
3595,ছকড়া নকড়া,অপব্যয়,मक्खी मारना,To be idle; to waste time doing nothing.,HIGH,False,bn-hi
3597,ছকে দেওয়া,কাজের খসড়া বানিয়ে দেওয়া; কাজের পদ্ধতি স্থির করে দেওয়া,सिक्का जमाना,To make an immediate and lasting impact; to establish authority or credibility.,HIGH,False,bn-hi
3600,ছড়ছড়,বেগে বৃষ্টি পড়ার শব্দবোধক দ্বিত্বশব্দ,नमक-मिर्च लगाना,To exaggerate a story; to make something sound more interesting.,HIGH,False,bn-hi
3602,ছড়ানো-ছিটানো,একার্থক যুগ্মশব্দ; ছত্রাকারে চারিদিকে ছড়ানো; বিক্ষিপ্ত/বিশৃঙ্খলভাবে ইতঃস্তত ছড়িয়ে আছে এমন,अक्ल का दुश्मन होना,To be extremely foolish; to act in a way that defies all logic and reason.,HIGH,False,bn-hi
3603,ছড়ি ঘোরানো,খবরদারি/দাদাগিরি/মাতব্বরি/হম্বিতম্বি করা,नाच दिखाना,To make a spectacle; to show off one's skills.,HIGH,False,bn-hi
3604,ছত্রখান,খোলা ছাতার শিকের মত চারদিকে বা দূরেদূরে বিক্ষিপ্ত/বিস্তৃত,अम्बर के तारे गिनना,To stay awake all night; unable to sleep.,HIGH,False,bn-hi
3609,ছত্রিশ জাত,বর্ণভেদ অনুযায়ী হিন্দু-বাঙালির অর্ধশতাধিক জাত,चादर से बाहर पैर फैलाना,To live beyond one's means; to spend more than one can afford.,HIGH,False,bn-hi
3610,ছত্রিশজাতের কাণ্ড,গোলমাল,आग लगाना,To stir up trouble; to create chaos or instigate conflict.,HIGH,False,bn-hi
3611,ছনছন,সর্দি জ্বরজ্বর ভাব-ঈষৎ অসুস্থতা ইত্যাদি প্রকাশক দ্বিত্বশব্দ,अब पछताए होत क्या जब चिड़िया चुग गई खेत,It is no use feeling sorry after something bad has happened (like crying over spilt milk).,HIGH,False,bn-hi
3613,ছন্দপতন,অবাঞ্ছিত আকস্মিক উপস্থিতি,टेड़ी खीर होना,A very difficult task; something that is extremely challenging to accomplish.,HIGH,False,bn-hi
3614,ছন্দেবন্দে,নানা কৌশল প্রয়োগ করে,काम निकालना,"To get one's purpose served, usually by clever means.",HIGH,False,bn-hi
3615,ছন্নছাড়া,আশ্রয়হীন,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
3616,ছপ্পর ফুঁড়ে,অপ্রত্যাশিতভাবে; আশাতীতভাবে,चादर से बाहर पैर फैलाना,To live beyond one's means; to spend more than one can afford.,HIGH,False,bn-hi
3618,ছবুড়ি ছগণ্ডা,বহুসংখ্যক,ऊंट के मुँह में जीरा,A very small amount for a very large need; too little too late.,HIGH,False,bn-hi
3620,"ছয়কে নয়, নয়কে ছয় করা",সম্পূর্ণ বিপরীত কাজ করা বা কথা বলা,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
3621,ছয়লাপ,পরিপূর্ণ; যেভাবে ছেয়েছে তাতে চলাফেরা করার জায়গা নেই,कहाँ राजा भोज कहाँ गंगू तेली,There is no comparison between two completely different entities.,HIGH,False,bn-hi
3622,ছরকট,অতি অগোছালো অবস্থা; ছড়াছড়ি; বিশৃঙ্খল,अंग-अंग फूले न समाना,To be overjoyed; extremely delighted.,HIGH,False,bn-hi
3624,ছল করা,কপটতা অবলম্বন করা; ভান করা,कान में तेल डालकर बैठना,To deliberately ignore what is being said; to pretend not to hear.,HIGH,False,bn-hi
3625,ছলচাতুরী,ছল; ধূর্তামি; প্রবঞ্চনা,बूटी काढ़ना,To devise a cunning plan; to concoct a scheme.,HIGH,False,bn-hi
3626,ছলছুতা,অছিলা; সামান্য অজুহাত বা ত্রুটি,ङुर्र बनाना,To make false excuses; to create a pretext for avoiding something.,HIGH,False,bn-hi
3627,ছল ধরা,কথার খুঁত বা দোষ বার করা,मीन मेख निकालना,To find faults in everything; to be overly critical.,HIGH,False,bn-hi
3628,ছলাকলা,শঠতা; মনভোলানো কৌশল বা হাবভাব,बूटी काढ़ना,To devise a cunning plan; to concoct a scheme.,HIGH,False,bn-hi
3629,ছলে-বলে-কৌশলে,"ছলনা, শক্তিপ্রয়োগ অথবা চাতুর্যের সাহায্য নিয়ে",बूटी काढ़ना,To devise a cunning plan; to concoct a scheme.,HIGH,False,bn-hi
3631,ছাঁকা জল,পরিশ্রুত বিশুদ্ধ জল,अंगारों पर पैर रखना,To perform a very difficult and dangerous task; to walk through fire.,HIGH,False,bn-hi
3632,ছাঁকা তেলে ভাজা,ঝাঁঝরি দিয়ে ছেঁকে তোলা যায় এমন বেশি তেলে ভাজা,जिसकी लाठी उसकी भैंस,Might is right; those with power can do as they please.,HIGH,False,bn-hi
3633,ছাঁকা পয়সা,সহজলভ্য পয়সা,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
3635,ছাঁদনদড়ি,"অবিচ্ছেদ্য বন্ধন, বিশেষত বিবাহ বা গৃহস্থালীর দায়িত্ব যা থেকে মুক্তি পাওয়া কঠিন",चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
3636,ছাঁদনদড়ি বাহুলতা,দৃঢ় আলিঙ্গন; বাহুবেষ্টন,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
3637,ছাঁদনাতলা,"হিন্দুবিয়ের ছায়ামন্ডপ, যেখানে বিয়ের আসর বসে",अंधेर नगरी चौपट राजा,A place or situation where there is total chaos and no justice.,HIGH,False,bn-hi
3638,ছাঁদা বাঁধা,নিমন্ত্রিত ব্যক্তি ভোজনশেষে যে খাদ্যবস্তু পুটুলি বেঁধে নিয়ে যায়,गड़े मुरदे उखाड़ना,To bring up past issues that are long forgotten.,HIGH,False,bn-hi
3639,বাঁধাছাঁদা,একার্থক যুগ্মশব্দ; ভালো করে বাঁধার কাজ; বাঁধা ও গোছগাছ,खाला जी का बाड़ा,An easy task or situation that requires no effort.,HIGH,False,bn-hi
3640,ছাই,"অসার/মূল্যহীন বস্তু, আজেবাজে তুচ্ছ জিনিস; জঞ্জালতুল্য বস্তু",बाल की खाल निकालना,To split hairs; to make unnecessarily fine distinctions or find trivial faults.,HIGH,False,bn-hi
3641,ছাই করা,কিছু না করা,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
3643,ছাই চাপা আগুন,অব্যক্ত ক্রোধ বা মর্মবেদনা যা অন্তরে বিদ্যমান কিন্তু বাইরে প্রকাশিত হয় না; শোক যা মনে থেকে যায় কিন্তু প্রকাশ পায় না এবং দূর হয় না,कान में तेल डालकर बैठना,To deliberately ignore what is being said; to pretend not to hear.,HIGH,False,bn-hi
3644,ছাই চাপা কপাল,অপ্রকাশিত ভাগ্য যা খুলতে পারে এমন কপাল,टेड़ी खीर होना,A very difficult task; something that is extremely challenging to accomplish.,HIGH,False,bn-hi
3645,ছাইপাঁশ,সমার্থক শব্দদ্বয় বা প্রতিশব্দ; অসার বা মূল্যহীন বস্তু,चींटी के पर निकलना,For an insignificant person to become arrogant when they gain a little power.,HIGH,False,bn-hi
3647,ছাই ফেলতে ভাঙা কুলো,নগণ্য/যা-তা কাজের জন্য অবহেলিত/সামান্য ব্যক্তির প্রয়োজনীয়তা; অকাজের জন্য অপদার্থ নিয়োগ,चींटी के पर निकलना,For an insignificant person to become arrogant when they gain a little power.,HIGH,False,bn-hi
3648,ছাগল,ব্যাঙ্গাত্মকভাবে বোকা; বুদ্ধিহীন; গালিবিশেষ,उल्लू का पट्ठा,A fool; a stupid person.,HIGH,False,bn-hi
3649,ছাগলদাড়ি,ব্যঙ্গে ছাগলের দাড়ির মতো চিবুকে তোলা দাড়ি,मुँह न लगना,To not feel like eating; to have no appetite.,HIGH,False,bn-hi
3650,ছাগল দিয়ে চাষ করা,অযোগ্যলোককে দিয়ে ভারী কাজ করানো,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
3652,ছাটকাট,"প্রায় একার্থক শব্দদ্বয়; অতিরিক্ত অংশ, ছাঁটাই",जली-कटी सुनाना,To speak harsh and bitter words; to scold someone severely.,HIGH,False,bn-hi
3655,ছাড়া-ছাড়া,বিচ্ছিন্নতাভাবব্যঞ্জক দ্বিত্বশব্দ,अक्ल पर पत्थर पड़ना,To lose one's sense of reason; to act stupidly or irrationally.,HIGH,False,bn-hi
3657,ছাড়াছাড়া কথা,কর্কশ কাটাকাটা কথা,जली-कटी सुनाना,To speak harsh and bitter words; to scold someone severely.,HIGH,False,bn-hi
3658,ছাড়াছাড়ি,প্রায় সমার্থক শব্দদ্বয়; পরস্পর থেকে সম্পূর্ণ বিচ্ছিন্ন,दूध का दूध पानी का पानी,Complete justice; truth separated from falsehood.,HIGH,False,bn-hi
3660,ছাতা দিয়ে মাথা রাখা,বিপদে সাহায্য করা; অর্থ ও আশ্রয় দিয়ে সম্মান রক্ষা করা,आग लगाना,To stir up trouble; to create chaos or instigate conflict.,HIGH,False,bn-hi
3661,ছাতা ধরা,আশ্রয় দেওয়া; সাহায্য করা,बेड़ा पार लगाना,To help someone overcome a difficult situation.,HIGH,False,bn-hi
3662,ছাতারে পাখি,যারা কেবল ঝগড়া করে বেড়ায়,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
3663,ছাতারে কীর্তন,কাজ কিছু নেই; কেবল গোলমাল,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
3664,বুকের ছাতি,সাহস; বুকের পাটা,लोहा लेना,To confront or compete with someone; to measure one's strength against another.,HIGH,False,bn-hi
3665,ছাতি ফোলানো,গর্ব করা; শক্তিমত্তা জাহির করা,रंग दिखाना,To display one's true abilities; to show what one is capable of.,HIGH,False,bn-hi
3667,ছাতু,কিছু না; ফাঁকি,उल्लू बनाना,To make a fool of someone; to dupe or trick someone.,HIGH,False,bn-hi
3668,ছাতুখোর,অকিঞ্চিৎকর ভোজনকারী,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
3669,ছাতুর হাঁড়িতে বাড়ি পড়া,নিমেষে সব লণ্ডভণ্ড হওয়া,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
3671,ছানাবড়া,ছানবড়ার মতো বড়,गागर में सागर भरना,To express a lot of meaning in a few words; to cover a big subject concisely.,HIGH,False,bn-hi
3672,ছাপাছাপি,তথ্য গোপন করা; সকলের কাছে লুকিয়ে রাখা,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
3673,ছাপোষা,নিরীহ দরিদ্রব্যক্তি,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
3674,ছাপোষা কেরানী,পোষ্য ভারাক্রান্ত মধ্যবিত্ত,अंधों में काना राजा,A person with limited ability appears impressive among those with even less ability.,HIGH,False,bn-hi
3675,মেঘের ছায়া,আশ্রয়,कागज की नाव,Something that is very temporary and fragile; short-lived existence.,HIGH,False,bn-hi
3676,ছায়া আর কায়া,অঙ্গাঙ্গী-সম্পর্ক,चोली-दामन का साथ,A very close and inseparable relationship.,HIGH,False,bn-hi
3677,ছায়া মাড়ানো,কাছে আসা বা না আসা; সংস্পর্শে আসা বা না আসা; কোনরকম সংশ্রব রাখা বা না রাখা,मुँह न लगना,To not feel like eating; to have no appetite.,HIGH,False,bn-hi
3679,ছায়ার পিছনে ছোটা,অসম্ভবকে পাওয়ার চেষ্টা; অসম্ভবের পিছনে ধাওয়া করা,अपना उल्लू सीधा करना,To achieve one's own selfish motive; to act in self-interest without regard for others.,HIGH,False,bn-hi
3680,ছায়ার সাথে যুদ্ধ,পণ্ডশ্রম; নিস্ফল প্রয়াস,अपना हाथ जगन्नाथ,Self-help is the best help; one's own effort is supreme.,HIGH,False,bn-hi
3682,ছারপোকা,নগণ্য বা হীন ব্যক্তি,चींटी के पर निकलना,For an insignificant person to become arrogant when they gain a little power.,HIGH,False,bn-hi
3685,ছাল নেই কুত্তা নাম তার বাঘা,নেই-গুণযুক্ত ব্যক্তির নামকরণের হাস্যকর প্রয়াস,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
3688,ছিঁচকে চোর,ছোটখাটো জিনিস চুরি করে; হাতের কাছে যা পায় তাই চুরি করে এমন চোর,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
3689,ছিঁচকাঁদুনে,অল্পতেই কান্নাকাটি করে এমন,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
3690,ছিঁড়াখোঁড়া,ছিন্নবিচ্ছিন্ন; শতছিন্ন,आसमान से गिरा खजूर में अटका,Out of one trouble and into another; from the frying pan into the fire.,HIGH,False,bn-hi
3692,ছিছি করা,ধিক্কার দেওয়া; নিন্দা করা,छाती पीटना,To wail or lament loudly; to express intense grief.,HIGH,False,bn-hi
3693,ছিকলি কাটা টিয়ে,অধীনতামুক্ত সত্তা; স্বাধীন মনোভাবাপন্ন ব্যক্তি,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
3695,ছিটকে পড়া,ছড়িয়ে ছিটিয়ে পড়া,आँख चुराना,To hide out of shame; to avoid eye contact due to embarrassment or guilt.,HIGH,False,bn-hi
3696,ছিটেফোঁটা,একার্থক যুগ্মশব্দ; অতি সামান্য পরিমাণ; কণামাত্র,अंग-अंग फूले न समाना,To be overjoyed; extremely delighted.,HIGH,False,bn-hi
3697,ছিটেবেড়া,দুর্বল বা অস্থায়ী বাধা বা সীমানা,कागज की नाव,Something that is very temporary and fragile; short-lived existence.,HIGH,False,bn-hi
3698,ছিদ্রান্বেষণ,পরের দোষত্রুটি খুঁজে বেড়ানো,आँख का तारा,To be the most beloved person; someone cherished above all others (apple of one's eye).,HIGH,False,bn-hi
3699,ছিদ্রদর্শী,পরের দোষত্রুটি খুঁজে বেড়ায় এমন,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
3701,ছিনালি,ভ্রষ্টানারীর চাতুরী বা মিথ্যা প্রণয়,बूटी काढ़ना,To devise a cunning plan; to concoct a scheme.,HIGH,False,bn-hi
3702,ছিনিমিনি খেলা,তুচ্ছ বা অর্থহীন কাজে লিপ্ত হওয়া,बाल की खाल निकालना,To split hairs; to make unnecessarily fine distinctions or find trivial faults.,HIGH,False,bn-hi
3703,ছিন্নভিন্ন,ছিঁড়েখুঁড়ে একাকার করা হয়েছে এমন; সম্পূর্ণভাবে ধ্বংসপ্রাপ্ত বা বিশৃঙ্খল,स्वाहा होना,To be completely destroyed; to go waste.,HIGH,False,bn-hi
3704,ছিন্নমূল,ভিটেমাটি থেকে উৎখাত হয়েছে এমন পরিবার,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
3707,ছিমছাম,"সহচরশব্দ; আতিশয্যবর্জিত কিন্তু শোভন, সুচারু ও সুন্দর",चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
3708,ছিরি,শ্রীর কথ্যরূপ; কান্তি; রূপ,डोरे डालना,"To allure, beguile, or charm someone, usually with romantic interest.",HIGH,False,bn-hi
3710,ছুঁচিবাই,অঙ্গশুদ্ধি নিয়ে বায়ুরোগগ্রস্ততা; ছুঁলে শুচিতা নষ্ট হবে এমন বাতিক,अंधों में काना राजा,A person with limited ability appears impressive among those with even less ability.,HIGH,False,bn-hi
3712,সাপের ছুঁচো গেলা,উভয়সঙ্কটে পড়া,सांप-छछूंदर की हालत होना,To be in a terrible dilemma; caught between two equally unpleasant options.,HIGH,False,bn-hi
3713,ছুঁচো মেরে হাত গন্ধ,তুচ্ছব্যক্তিকে শাস্তি দিয়ে অখ্যাতি লাভ করা,चींटी के पर निकलना,For an insignificant person to become arrogant when they gain a little power.,HIGH,False,bn-hi
3716,ছুঁচোর গলায় চন্দ্রহার,অযোগ্যের হাতে উৎকৃষ্ট বস্তু,घर की मुर्गी दाल बराबर,To undervalue what one already has; a familiar thing is not appreciated.,HIGH,False,bn-hi
3718,ছুটি,অব্যাহতি; মুক্তি,कोल्हू का बैल होना,To work tirelessly without any freedom or rest; to be stuck in drudgery.,HIGH,False,bn-hi
3720,ছুটকা,অকস্মাৎ আগত,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
3721,ছুটকারা,তুচ্ছ বা ছোটখাটো বিষয়সমূহ,आग में घी डालना,To add fuel to the fire; to make matters worse.,HIGH,False,bn-hi
3723,ছুটকো,নগণ্য,बाल की खाल निकालना,To split hairs; to make unnecessarily fine distinctions or find trivial faults.,HIGH,False,bn-hi
3724,ছুটকো-ছাটকা,ইতস্ততঃ বিক্ষিপ্ত,दाल में कुछ काला होना,Something suspicious is going on; there is something fishy about the situation.,HIGH,False,bn-hi
3725,ছুটমুখ,আজেবাজে বা শক্ত কথা বলতে যার আটকায় না,जली-कटी सुनाना,To speak harsh and bitter words; to scold someone severely.,HIGH,False,bn-hi
3726,ছুতোনতা,কোন একটি অছিলা বা অজুহাত; তুচ্ছ উপলক্ষ,चींटी के पर निकलना,For an insignificant person to become arrogant when they gain a little power.,HIGH,False,bn-hi
3727,ছুপা রুস্তম,সুপ্তপ্রতিভাসম্পন্ন; বোঝা যায় না কিন্তু অনেক গুণ ধরে এমন ব্যক্তি,राख में दबा कोयला,A person who appears harmless but is dangerous inside.,HIGH,False,bn-hi
3728,গলায় ছুরি দেওয়া/চালানো,বিশালমাপে ঠকানো; সমূহ সর্বনাশ করা,अंगूठा दिखाना,To refuse with intention to deceive; to betray someone's trust after promising help.,HIGH,False,bn-hi
3729,ছেঁকে ধরা,ঘিরে ধরা; চারদিক থেকে অনেকে মিলে ব্যতিব্যস্ত করা,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
3730,ছেঁচড়,নির্লজ্জ; নীচপ্রকৃতির লোক; বেহায়া,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
3731,ছেঁড়া কলার পাত,অপদার্থ; কোনো কাজের নয়,पाँचों उँगलियाँ घी में होना,To be very prosperous; to enjoy abundant wealth and good fortune.,HIGH,False,bn-hi
3732,ছেঁড়া কাঁথায় শুয়ে লাখ-টাকার স্বপ্ন দেখা,নগণ্যের উচ্চাশা,अँगूठा चूसना,To act childishly despite being grown up; to behave immaturely.,HIGH,False,bn-hi
3733,ছেঁড়া চুলে খোঁপা বাঁধা,বৃথাচেষ্টা; ব্যর্থপ্রয়াস,आसमान सिर पर उठा लेना,To take on a very difficult task; to attempt the impossible.,HIGH,False,bn-hi
3734,ছেঁড়া কথা,আজেবাজে কথা; চাতুরীপূর্ণ বাজে কথা,पहाड़ खोदकर चूहा निकालना,To pursue something with great expectations but achieve almost nothing.,HIGH,False,bn-hi
3735,ছেঁড়াছিঁড়ি,সমার্থক যুগ্মশব্দ; বারবার ছেঁড়া,आसमान से गिरा खजूर में अटका,Out of one trouble and into another; from the frying pan into the fire.,HIGH,False,bn-hi
3736,ছেঁড়াবস্তায় খাসাচাল,নির্গুণের ঘরে গুণবান সন্তান,गुदड़ी का लाल,A person of great merit born in a humble family.,HIGH,False,bn-hi
3738,ছেঁড়া মামলা,তুচ্ছ বিষয়,बाल की खाल निकालना,To split hairs; to make unnecessarily fine distinctions or find trivial faults.,HIGH,False,bn-hi
3741,ছেঁদোলোক,তুচ্ছ নগণ্য মূল্যহীন লোক,फूट डालो और राज करो,To create dissension among people to maintain control.,HIGH,False,bn-hi
3742,ছেড়ে দিয়ে তেড়ে ধরা,প্রথমে ঢিলে দিয়ে পরে চেপে ধরা,ऊँगली पर नचाना,To control someone completely; to have someone under one's total influence.,HIGH,False,bn-hi
3743,ছেড়ে মা কেঁদে বাঁচি,তুচ্ছ বন্ধন যন্ত্রণা ইত্যাদি থেকে মুক্তির আকুতি,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
3744,ছেলেখেলা,অকিঞ্চিৎকর অনুষ্ঠান,बाल की खाल निकालना,To split hairs; to make unnecessarily fine distinctions or find trivial faults.,HIGH,False,bn-hi
3745,ছেলে-ছোকরা,অপক্ববুদ্ধি যুবক,जोरू का गुलाम,A man who is completely dominated by his wife.,HIGH,False,bn-hi
3747,ছেলে-ভুলানো,যাতে কেবল শিশুরাই ভোলে বা আকৃষ্ট হয় তেমন কিছু,गड़े मुरदे उखाड़ना,To bring up past issues that are long forgotten.,HIGH,False,bn-hi
3749,ছেলের হাতের মোয়া,অতি সহজ ব্যাপার; সহজলভ্য বস্তু,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
3750,ছোঁ দেওয়া,আমল দেওয়া; ঘনিষ্টতা রাখা,फूट डालो और राज करो,To create dissension among people to maintain control.,HIGH,False,bn-hi
3751,ছোঁ মারা,হঠাৎ কেড়ে নেবার চেষ্টা করা,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
3753,ছোঁকছোঁক করা,খাওয়ার জন্য ব্যগ্রতা প্রকাশ করা,छाती पीटना,To wail or lament loudly; to express intense grief.,HIGH,False,bn-hi
3754,ছোঁচা,অত্যন্ত খাদ্যলোভী,अंग-अंग फूले न समाना,To be overjoyed; extremely delighted.,HIGH,False,bn-hi
3755,ছোঁয়াছুঁয়ি,পরস্পর স্পর্শ; অস্পৃশ্য বস্তু বা ব্যক্তির সঙ্গে সংস্পর্শ; স্পর্শদোষ,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
3756,ছোকরা,তুচ্ছার্থে-অপরিণতবুদ্ধির নব্যযুবক,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
3757,ছোটখাটো,ক্ষুদ্রায়তন; স্বল্পায়তন; মোটামুটি ক্ষুদ্র আকার,ऊंट के मुँह में जीरा,A very small amount for a very large need; too little too late.,HIGH,False,bn-hi
3761,ছোটবাইরে,প্রস্রাব ত্যাগ করতে যাওয়া,दाल में कुछ काला होना,Something suspicious is going on; there is something fishy about the situation.,HIGH,False,bn-hi
3763,ছোট মুখ,শিশু,बंदर क्या जाने अदरक का,Someone is unaware of the value or significance of something.,HIGH,False,bn-hi
3764,ছোটমুখ,সঙ্কুচিত মুখ,चेहरा उतरना,To face a disappointment; to become visibly sad or dejected.,HIGH,False,bn-hi
3765,ছোটমুখে বড় কথা,অবস্থার পক্ষে অশোভন উক্তি; অবস্থার অতীত উক্তি,अपने पाँव पर कुल्हाड़ी मारना,To harm oneself; to jeopardize one's own position or interests.,HIGH,False,bn-hi
3766,ছোটমোট,ছোটখাটো বা তুচ্ছ বিষয়সমূহ,आग में घी डालना,To add fuel to the fire; to make matters worse.,HIGH,False,bn-hi
3767,ছোটলোক,অভদ্র ব্যক্তি; নীচু জাত; হীন মানসিকতার লোক; সঙ্কীর্ণ চেতা,अंधों में काना राजा,A person with limited ability appears impressive among those with even less ability.,HIGH,False,bn-hi
3768,ছোটসাহেব,অফিসে পদমর্যাদায় নিম্নতর,अपने पाँव पर कुल्हाड़ी मारना,To harm oneself; to jeopardize one's own position or interests.,HIGH,False,bn-hi
